date,title,link
2012-07-02,"Philippines, US start joint naval exercise",https://en.antaranews.com/news/83196/philippines-us-start-joint-naval-exercise
2012-06-04,China says to step up vigilance after U.S. navy shift,https://en.antaranews.com/news/82643/china-says-to-step-up-vigilance-after-us-navy-shift
2012-05-30,"US, Indonesian navies conduct joint exercise",https://en.antaranews.com/news/82539/us-indonesian-navies-conduct-joint-exercise
2012-05-15,USS Blue Ridge concludes goodwill visit to Indonesia,https://en.antaranews.com/news/82133/uss-blue-ridge-concludes-goodwill-visit-to-indonesia
2012-04-28,Lebanese navy seizes ship trying to smuggle arms to Syria,https://en.antaranews.com/news/81699/lebanese-navy-seizes-ship-trying-to-smuggle-arms-to-syria
2012-04-19,VP praises adm. Sudomo`s significant role in navy`s progress,https://en.antaranews.com/news/81473/vp-praises-adm-sudomos-significant-role-in-navys-progress
2012-04-16,Four Russian warships leave Vladivostok for joint exercise with China,https://en.antaranews.com/news/81383/four-russian-warships-leave-vladivostok-for-joint-exercise-with-china
2012-03-21,Indonesian navy expels Malaysian plane,https://en.antaranews.com/news/80780/indonesian-navy-expels-malaysian-plane
2012-02-27,US navy offers training cooperation to RI counterpart,https://en.antaranews.com/news/80201/us-navy-offers-training-cooperation-to-ri-counterpart
2012-02-17,Aussie to provide language laboratory for RI navy,https://en.antaranews.com/news/79952/aussie-to-provide-language-laboratory-for-ri-navy
2012-02-16,"Govt to build 14 fast missile boats until 2014, minister",https://en.antaranews.com/news/79931/govt-to-build-14-fast-missile-boats-until-2014-minister
2012-02-05,RI navy`s submarine returning from s korea after repair,https://en.antaranews.com/news/79681/ri-navys-submarine-returning-from-s-korea-after-repair
2012-01-25,Navy helicopter makes emergency landing in Tegal,https://en.antaranews.com/news/79461/navy-helicopter-makes-emergency-landing-in-tegal
2012-01-15,Navy chief led ocean service day anniversary,https://en.antaranews.com/news/79160/navy-chief-led-ocean-service-day-anniversary
2012-01-04,Govt to build 24 fast missile-armed ships until 2024,https://en.antaranews.com/news/78898/govt-to-build-24-fast-missile-armed-ships-until-2024
2012-01-02,indonesia rescues hijacked tug boat,https://en.antaranews.com/news/78847/indonesia-rescues-hijacked-tug-boat
2011-12-19,RI navy sends out warships and helicopter to Trenggalek,https://en.antaranews.com/news/78522/ri-navy-sends-out-warships-and-helicopter-to-trenggalek
2011-12-02,Britain detains seven suspected pirates in Seychelles,https://en.antaranews.com/news/78120/britain-detains-seven-suspected-pirates-in-seychelles
2011-11-24,Many sea border problems still unresolved : navy chief,https://en.antaranews.com/news/77890/many-sea-border-problems-still-unresolved--navy-chief
2011-10-23,RI scouts should help guard border areas : navy chief,https://en.antaranews.com/news/76879/ri-scouts-should-help-guard-border-areas--navy-chief
2011-10-21,U.S. navy discharging 64 sailors for drug use,https://en.antaranews.com/news/76815/us-navy-discharging-64-sailors-for-drug-use
2011-10-17,Australian warship calls at cilacap naval base,https://en.antaranews.com/news/76657/australian-warship-calls-at-cilacap-naval-base
2011-09-10,Fifteen people seized aboard a boat in Colombia:navy,https://en.antaranews.com/news/75545/fifteen-people-seized-aboard-a-boat-in-colombianavy
2011-09-08,Minimum main power of navy realized in 2014,https://en.antaranews.com/news/75459/minimum-main-power-of-navy-realized-in-2014
2011-09-05,RI Navy arranging joint submarine exercises with three countries,https://en.antaranews.com/news/75344/ri-navy-arranging-joint-submarine-exercises-with-three-countries
2011-08-27,Navy confirms Lebaran train hijacked by marine,https://en.antaranews.com/news/75202/navy-confirms-lebaran-train-hijacked-by-marine
2011-08-23,Navy warships to help transport Idul Fitri travelers,https://en.antaranews.com/news/75059/navy-warships-to-help-transport-idul-fitri-travelers
2011-06-23,Navy to purchase two surveyor ships,https://en.antaranews.com/news/73030/navy-to-purchase-two-surveyor-ships
2011-06-21,U.S. navy expands partnership with Indonesian navy,https://en.antaranews.com/news/72956/us-navy-expands-partnership-with-indonesian-navy
2011-06-15,RI-Singapore DCA should be studied carefully :navy chief,https://en.antaranews.com/news/72725/ri-singapore-dca-should-be-studied-carefully-navy-chief
2011-06-01,RI navy has two options to protect shipping from pirates,https://en.antaranews.com/news/72207/ri-navy-has-two-options-to-protect-shipping-from-pirates
2011-06-01,Indonesian navy asks US counterpart to step up CARAT exercises,https://en.antaranews.com/news/72182/indonesian-navy-asks-us-counterpart-to-step-up-carat-exercises
2011-06-01,Pakistan pm announces probe into bin Laden raid,https://en.antaranews.com/news/72163/pakistan-pm-announces-probe-into-bin-laden-raid
2011-05-30,Lee praises navy commandos for daring rescue operation against Somali pirates,https://en.antaranews.com/news/72120/lee-praises-navy-commandos-for-daring-rescue-operation-against-somali-pirates
2011-05-23,Two navy staff killed in attack on Pakistan base,https://en.antaranews.com/news/71788/two-navy-staff-killed-in-attack-on-pakistan-base
2011-05-05,White House alters narrative of Bin Laden raid,https://en.antaranews.com/news/71077/white-house-alters-narrative-of-bin-laden-raid
2011-04-15,Australian navy ships on goodwill visit to Surabaya,https://en.antaranews.com/news/70298/australian-navy-ships-on-goodwill-visit-to-surabaya
2011-03-30,Russia to move navy hq to St. Petersburg by 2012,https://en.antaranews.com/news/69720/russia-to-move-navy-hq-to-st-petersburg-by-2012
2011-03-19,Indonesian navy catches Philippine fishing boat,https://en.antaranews.com/news/69331/indonesian-navy-catches-philippine-fishing-boat
2011-03-16,"US Navy protects crews, families against Japan radiation",https://en.antaranews.com/news/69215/us-navy-protects-crews-families-against-japan-radiation
2011-03-15,US navy crew exposed to radiation in Japan,https://en.antaranews.com/news/69184/us-navy-crew-exposed-to-radiation-in-japan
2011-03-12,US navy ship ordered out of port as tsunami looms,https://en.antaranews.com/news/69063/us-navy-ship-ordered-out-of-port-as-tsunami-looms
2011-03-04,Navy sends ship to ease congestion at Merak ferry port,https://en.antaranews.com/news/68765/navy-sends-ship-to-ease-congestion-at-merak-ferry-port
2011-02-17,Navy chopper makes emergency landing,https://en.antaranews.com/news/68186/navy-chopper-makes-emergency-landing
2011-02-12,Navy arrests illegal Vietnamese fishing boats,https://en.antaranews.com/news/67994/navy-arrests-illegal-vietnamese-fishing-boats
2011-02-11,Indonesian navy finds Japanese bastion in Makassar,https://en.antaranews.com/news/67975/indonesian-navy-finds-japanese-bastion-in-makassar
2011-01-28,Indonesian navy to investigate possible asphalt spill from sunken tanker,https://en.antaranews.com/news/67434/indonesian-navy-to-investigate-possible-asphalt-spill-from-sunken-tanker
2011-01-23,Navy intensifying border areas` security,https://en.antaranews.com/news/67251/navy-intensifying-border-areas-security
2011-01-13,Indian vessel seized by Somali pirates: Indian navy,https://en.antaranews.com/news/66917/indian-vessel-seized-by-somali-pirates-indian-navy
2011-01-10,Indian naval chief embarks for Indonesia,https://en.antaranews.com/news/66838/indian-naval-chief-embarks-for-indonesia
2011-01-04,Three strategic positions in Naval Academy transferred,https://en.antaranews.com/news/66634/three-strategic-positions-in-naval-academy-transferred
